"id","text"
517,"Girls, this dress is gorgeous.  but if you are an a/b cup, there is just too much fabric in the bust.  the entire dress is pleated from the shoulders down, so a curvier figure would be shown to great advantage in this beautiful number.  alas, i had to send it back and was very sad to do so."
518,"Really wanted this to worked for me. ordered the s in ivory (the color i really wanted but xs was sold out) and the xs in cedar.  loved the knit and look and quality but the sweater was boxy and huge even in xs.  not flattering on my petite frame (5'2"", 115#).  so disappointed as i've been looking for a non-wool sweater like this."
519,"This skirt is pleasantly more dynamic in person. the print and colors are really nice and more vibrant than the photos. the cut was spot on and the fabric seems heavy enough to hide imperfections (but not too heavy...) length as shown on model."
520,"This top can be dressed up or down, very good quality fabric and colors shown as the photo (blue). i usually wear petite sizes but chose the regular version because i wanted to be able to tuck it in. i think it might be too short otherwise."
521,"Love the color (cedar). love the style. sleeves are long and wide but that is the style. biggest surprise is that this sweater is not cropped. the length given in the product info is very short. but when i received my normal size (l) the sweater comes to my hips. just right. the fibers are man-made (acrylic) so that makes this sweater not too warm and not itchy. the weave is close enough that i do not need to wear a cami underneath. when the weather gets colder i will add a nice cami under the s"
522,"Love everything about it!! chunky, comfortable, lazy day or dress up with a cool necklace!"
523,"I saw this online and loved it. plus after reading the reviews i thought why not. but if you have a big chest beware. i am a 34ddd and a pretty solid medium. the volumous front of the vest added way to much to me and i sized down to a small. had to return."
524,"Love, love this clever eyeglass print. i bought the black background with bright sunglass print - perfect for pairing with jeans, shorts or a slender skirt."
525,"Exactly as pictured. great fit. love it."
526,"Absolutely love everything about this sweater. i was hesitant to buy because it's so oversized and i was worried it would overwhelm my small frame. but the xs fits great, i love the large knit look and the bell sleeves. pairing with dark denim skinny jeans helped balance out the sweaters oversized shape. wore it work and then to a party and received compliments on it all day."
527,"I wear this vest two ways - over a long sleeve shirt when it's warmer and layered over a shirt and cardigan when it's cooler. it's the perfect amount of warmth when i'm running errands and don't want to wear a heavy coat. love it and plan to wear it a lot!"
528,"The quality of this vest is outstanding, and the warmth is exceptional. i have worn it as a jacket on milder days, in work as a warmth layer and brought on vacation to act as both plus a bathrobe. it is a very stylist piece that can be worn open or belted. it runs large by style, but i am 5'1"", 100 lbs and i can carry it off."
